Titre,album,Artiste,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
La soledad,Sentir,Pastora Soler,2019-10-18,247600,2,0.637,0.539,0.5760000000000001,2.35e-05,0.0976,-7.04,0.0404,139.885,4
Nivel Experta (feat. Álvaro De Luna) - En acústico,Nivel Experta (feat. Álvaro De Luna) [En acústico],Fredi Leis,2020-12-18,265000,2,0.8690000000000001,0.547,0.261,0.0,0.149,-11.412,0.0447,138.08,4
Alocao,Party En Casa Éxitos,Various Artists,2020-10-23,209320,1,0.214,0.6729999999999999,0.763,1.54e-06,0.114,-4.704,0.0534,177.99,4
Strong Enough,Believe,Cher,1998,224000,4,0.0495,0.593,0.9229999999999999,0.0,0.29,-6.19,0.10099999999999999,124.86200000000001,4
Dos Extraños En La Ciudad,La Dirección De Tu Suerte,Miriam Rodríguez,2020-04-02,184686,2,0.0739,0.642,0.705,2.42e-05,0.139,-6.479,0.0389,133.83700000000002,4
Centro De Gravedad - Spanish Version / Remastered,Ecos De Danzas Sufi (Remastered),Franco Battiato,1985,218800,1,0.12300000000000001,0.716,0.7979999999999999,0.0,0.166,-4.916,0.0321,131.33700000000002,4
We like to Party! (The Vengabus) Six Flags,We like to Party! (The Vengabus),Vengaboys,1998,222458,4,0.0148,0.785,0.9309999999999999,0.637,0.0459,-4.813,0.0465,135.986,4
Just like Heaven,"Kiss Me, Kiss Me, Kiss Me",The Cure,1987-05-25,212000,4,0.0271,0.43,0.971,2.1600000000000003e-05,0.185,-3.845,0.0524,151.219,4
Buen Viaje,Universo por Estrenar,Anni B Sweet,2019-05-10,202973,2,0.00731,0.32,0.9079999999999999,0.6809999999999999,0.303,-4.97,0.0693,81.818,4
The Devil & The Huntsman,King Arthur: Legend of the Sword (Original Motion Picture Soundtrack),Daniel Pemberton,2017-05-05,258373,2,0.00456,0.264,0.523,0.000379,0.11,-9.389,0.0363,84.93,4
Malayerba,Malayerba,NIA,2020-11-12,177799,2,0.48700000000000004,0.586,0.67,1.69e-06,0.0762,-5.864,0.223,98.03399999999999,4
We Didn't Start the Fire,Storm Front,Billy Joel,1989-10-17,287733,5,0.0771,0.7120000000000001,0.9670000000000001,0.0,0.35600000000000004,-5.206,0.047,145.024,4
Flamenkito,Juerga en Casa: Latineo,Various Artists,2021-01-22,202153,1,0.0877,0.73,0.7140000000000001,0.0,0.11699999999999999,-2.9789999999999996,0.107,94.896,4
Black Is Black,Black Is Black,Los Bravos,2000,176600,2,0.239,0.575,0.843,5.16e-06,0.0764,-5.931,0.0584,128.16899999999998,4
Together Forever - Lover's Leap Remix,Whenever You Need Somebody,Rick Astley,1987-12-08,204973,2,0.0417,0.7070000000000001,0.924,0.000157,0.134,-11.844000000000001,0.0518,115.09100000000001,4
Si te vas,Complicados,Blas Cantó,2019-09-06,208723,2,0.243,0.604,0.6,0.0,0.251,-8.496,0.0389,93.98200000000001,4
Inner City Blues (Make Me Wanna Holler),What's Going On,Marvin Gaye,1971-05-21,327706,3,0.792,0.63,0.455,0.132,0.133,-13.667,0.0322,94.08,4
El Pistolero,Persecucion,Pistones,1983-01-02,233266,1,0.0204,0.722,0.695,0.00011499999999999999,0.257,-9.33,0.0293,123.59899999999999,4
¡Chas! Y aparezco a tu lado,Alex Y Christina,Alex Y Christina,1988-05-26,189613,2,0.212,0.736,0.94,0.00157,0.233,-5.146,0.0324,128.192,4
Espérame En El Cielo,Espérame En El Cielo,Tamara,2020-11-19,222960,1,0.036000000000000004,0.41200000000000003,0.499,0.0,0.14800000000000002,-10.675,0.0385,179.88099999999997,4
Qué Bonito Es Querer,Pop Sobresaliente,Various Artists,2021-03-05,270187,1,0.6,0.609,0.7170000000000001,0.0,0.08199999999999999,-7.1770000000000005,0.045,93.941,4
Roma,El camino que no me llevó a Roma,Bely Basarte,2020-09-03,206999,2,0.502,0.604,0.614,0.0,0.34299999999999997,-6.452000000000001,0.0457,79.985,4
El Momento,El Momento,La Casa Azul,2018-01-30,271261,2,0.0787,0.588,0.9079999999999999,0.155,0.35100000000000003,-5.7589999999999995,0.0394,100.016,4
A Dios Le Pido,Distrito Latino Vol.2,Various Artists,2021-03-05,205373,1,0.0628,0.67,0.845,0.0,0.0951,-3.54,0.0542,96.992,4
Lo Malo - En Directo En El Palau Sant Jordi / 2018,Operación Triunfo 2017 / El Concierto (En Directo En El Palau Sant Jordi / 2018),Operación Triunfo 2017,2018-06-22,190885,1,0.2,0.591,0.8859999999999999,0.0,0.9670000000000001,-7.877999999999999,0.10800000000000001,94.962,4
Este es el momento - Tema de la película Campeones,Este es el momento (Tema de la película Campeones),Coque Malla,2018-04-06,278624,1,0.268,0.682,0.59,0.0,0.0593,-8.13,0.138,93.921,4
Hysteria,Absolution,Muse,2004-03-23,227440,4,0.00045599999999999997,0.41200000000000003,0.92,0.0026,0.11,-4.852,0.0575,93.162,4
¡Oh! Carol,Grandes Exitos,Karina,1989,139680,2,0.000321,0.5539999999999999,0.8190000000000001,0.000129,0.225,-5.245,0.0329,130.98,4
Feo Fuerte y Formal,"Feo, Fuerte y Formal",Loquillo Y Los Trogloditas,2001,242266,3,0.0454,0.716,0.879,0.0,0.243,-6.178999999999999,0.0349,126.368,4
Backseat of Your Cadillac - Single Version,The 80's Album,C.C. Catch,2005-10-31,201773,2,0.0453,0.696,0.7070000000000001,0.0,0.19899999999999998,-11.334000000000001,0.0308,124.169,4
Quando Quando Quando,A Man Without Love,Engelbert Humperdinck,1968-08-03,201440,3,0.251,0.366,0.589,1.15e-06,0.0791,-8.956,0.0333,175.935,4
It's Raining Men,Scream If You Wanna Go Faster,Geri Halliwell,2001-05-14,254640,3,0.063,0.637,0.929,0.00796,0.318,-6.03,0.0447,136.482,4
Loca,Luz V,Luz Casal,1989-03-01,235240,2,0.0813,0.723,0.7190000000000001,0.00038500000000000003,0.243,-8.072000000000001,0.0283,121.956,4
Es por Ti,La Danza De La Ciudad,Cómplices,1990-05-03,270933,3,0.304,0.726,0.49,4.72e-05,0.161,-15.265999999999998,0.028999999999999998,118.477,4
Maldito duende - Directo,Parasiempre,Heroes Del Silencio,1996,318373,1,0.32,0.345,0.742,8.76e-06,0.7559999999999999,-10.519,0.0719,120.83,4
Snow (Hey Oh),Stadium Arcadium,Red Hot Chili Peppers,2006-05-09,334666,5,0.11599999999999999,0.42700000000000005,0.9,1.75e-05,0.11900000000000001,-3.674,0.0499,104.655,4
Hier encore,Que c'est triste Venise (Remastered 2014),Charles Aznavour,1964,143466,3,0.8140000000000001,0.276,0.42200000000000004,0.0,0.321,-9.341000000000001,0.0502,64.247,4
Red & White,Red & White,Hadronyche,2018-09-19,206008,1,0.655,0.7609999999999999,0.655,0.0981,0.0481,-6.466,0.10800000000000001,98.01299999999999,4
"The Big Unknown (From ""Widows"")","The Big Unknown (From ""Widows"")",Sade,2018-11-10,261466,2,0.669,0.5920000000000001,0.135,0.00112,0.10800000000000001,-15.409,0.043,139.972,4
La última bala (feat. Coque Malla),La última bala (feat. Coque Malla),Rulo y la contrabanda,2020-11-17,238360,1,0.0211,0.348,0.556,0.0,0.0922,-5.36,0.0386,93.118,4
Love Will Tear Us Apart - 2020 Remaster,Love Will Tear Us Apart,Joy Division,1980-06-01,208453,4,0.000541,0.527,0.9229999999999999,0.765,0.127,-7.457999999999999,0.0379,146.924,4
Wild Is The Wind,Wild Is The Wind,Nina Simone,1966-09-16,416693,2,0.946,0.311,0.153,0.0051,0.0518,-16.363,0.0403,123.0,5
Cada Vez Que Pienso en Ti,La Consulta,Alvarez Guedes,1994-02-23,256026,1,0.799,0.467,0.337,1.4000000000000001e-05,0.259,-14.127,0.0444,95.084,4
Los Coches Chocones,Los Coches Chocones,Los Desgraciaus,2013-11-04,280906,2,0.0421,0.581,0.972,0.0,0.13,-4.394,0.0945,159.996,4
Stumblin' In,The Collection & Tracklisting,Smokie,1992-03-13,237306,1,0.0248,0.747,0.76,0.0001,0.365,-8.726,0.0384,129.281,4
Amigas,Sentir,Pastora Soler,2019-10-18,204600,2,0.25,0.654,0.708,9.74e-06,0.124,-6.196000000000001,0.032,100.00299999999999,4
Ex's & Oh's,Love Stuff,Elle King,2015-02-13,202173,4,0.0183,0.612,0.9209999999999999,0.0,0.0576,-2.8789999999999996,0.0848,139.986,4
Adicto,Adicto,Unique,2020-10-09,197647,2,0.441,0.544,0.8320000000000001,0.0,0.498,-3.505,0.205,83.461,4
Juramento eterno de sal,Juramento eterno de sal,Álvaro De Luna,2020-11-05,205546,4,0.0225,0.631,0.594,1.91e-06,0.35100000000000003,-5.727,0.0581,129.991,4
Be Alright,Be Alright,Dean Lewis,2018-06-29,196373,5,0.6970000000000001,0.5529999999999999,0.586,0.0,0.0813,-6.319,0.0362,126.684,4
Santiago,Neón,Fredi Leis,2018-10-18,306256,1,0.147,0.527,0.507,0.0,0.0652,-4.291,0.0276,136.033,3
Echoes Of Love,Echoes Of Love,Jesse & Joy,2016-06-10,216572,2,0.35,0.335,0.733,0.0,0.253,-3.173,0.0383,150.016,3
Te echo de menos,Te echo de menos,Beret,2018-10-19,194986,3,0.20600000000000002,0.6579999999999999,0.7140000000000001,0.0,0.114,-5.086,0.175,159.9,4
Si La Muerte Pisa Mi Huerto,Mi Niñez,Joan Manuel Serrat,1997-05-07,178800,1,0.794,0.513,0.253,0.0,0.13699999999999998,-10.439,0.0416,104.741,4
DELITO,Calambre,Nathy Peluso,2020-10-02,203136,5,0.522,0.54,0.508,1.13e-05,0.0755,-7.867999999999999,0.29,82.60600000000001,4
Diez razones para vivir,Bazar,Danza Invisible,1991-01-01,251120,1,0.502,0.684,0.614,2.6899999999999997e-05,0.35600000000000004,-11.050999999999998,0.0392,96.405,4
Todo contigo,Todo contigo,Yoly Saa,2019-11-22,199636,2,0.353,0.852,0.507,4.99e-06,0.32,-7.744,0.0692,109.99600000000001,4
Boogie Wonderland,I Am,"Earth, Wind & Fire",1979-06,288293,5,0.0843,0.802,0.7559999999999999,0.00765,0.0521,-10.790999999999999,0.0349,131.715,4
SANA SANA,Calambre,Nathy Peluso,2020-10-02,178984,4,0.27,0.616,0.733,0.0132,0.0672,-5.568,0.19399999999999998,168.706,4
Gold,Singer Songwriter: Indie Pop,Various Artists,2019-10-04,185071,3,0.384,0.653,0.564,8.39e-06,0.12,-7.643,0.0342,80.995,4
"Romance (Tema de ""El Cid)""","Romance (Tema de ""El Cid"")",Jaime Lorente,2020-12-04,212291,2,0.29600000000000004,0.655,0.677,4.39e-06,0.111,-5.9479999999999995,0.309,186.00599999999997,4
Fantastic Shine,Fantastic Shine,Love of Lesbian,2013-06-04,182125,2,0.115,0.564,0.705,1.62e-05,0.10400000000000001,-6.1579999999999995,0.0344,102.135,4
Liability,Melodrama,Lorde,2017-06-16,171727,5,0.92,0.5870000000000001,0.22899999999999998,0.0,0.1,-11.254000000000001,0.128,75.67,4
11 RAZONES,11 RAZONES,Aitana,2020-12-06,213179,4,0.00599,0.55,0.8740000000000001,0.0,0.214,-3.937,0.0508,166.011,4
CAMINANTES,CAMINANTES,Andrés Suárez,2021-01-29,137287,2,0.7959999999999999,0.22,0.228,0.000105,0.345,-10.613,0.0335,174.988,5
MERICHANE,MERICHANE,Zahara,2021-01-14,261129,3,0.228,0.562,0.835,0.00021,0.113,-4.863,0.0343,100.995,4
My Tears Are Becoming A Sea,"Hurry Up, We're Dreaming",M83,2011,151826,3,0.11,0.19399999999999998,0.376,0.386,0.593,-11.356,0.0463,48.637,3
Incomplete,Chaos And The Calm,James Bay,2014-12-15,224266,2,0.662,0.52,0.401,0.0,0.11800000000000001,-9.157,0.037000000000000005,144.624,4
El Dinero No Te Vale,Maldiciones,Maka,2020-12-10,196185,4,0.237,0.733,0.537,0.0,0.114,-7.207000000000001,0.0944,113.33,5
Dramas y comedias,Cuatricromía,Fangoria,2013-02-26,243773,3,0.0469,0.5710000000000001,0.89,1.53e-05,0.0833,-6.995,0.0373,139.963,4
Todo Arde,El Nudo (Banda Sonora Original de la Serie),Juan Navazo,2020-10-14,213377,1,0.48700000000000004,0.556,0.467,0.00424,0.159,-10.254000000000001,0.0266,104.037,4
Forever Young - Residential Remix,Forever Young (Residential Remix),Becky Hill,2020-12-11,228762,2,0.157,0.713,0.6509999999999999,2.37e-05,0.114,-8.616,0.0345,120.936,4
Afro Trap Pt. 7 (La puissance),Afro Trap Part. 7 (La puissance),MHD,2016-12-23,140077,4,0.0955,0.97,0.8059999999999999,0.0,0.133,-5.627999999999999,0.298,120.00299999999999,4
Feeling Good,I Put A Spell On You,Nina Simone,1965-06-01,174000,5,0.8640000000000001,0.39899999999999997,0.326,0.0,0.191,-9.238999999999999,0.0386,79.206,4
Avant la douane,Album gratuit,Jul,2016-05-13,186592,3,0.6729999999999999,0.8440000000000001,0.6509999999999999,7.08e-05,0.174,-9.162,0.23,138.03799999999998,4
No Em Dóna la Gana (feat. Doctor Prats),No Em Dóna la Gana (feat. Doctor Prats),Gertrudis,2020-11-27,228760,2,0.0982,0.618,0.654,0.0,0.0706,-8.988999999999999,0.0752,154.963,4
No Me Renta,No Me Renta,EZVIT 810,2021-01-05,136015,4,0.9,0.88,0.49700000000000005,0.0187,0.0671,-13.914000000000001,0.145,119.971,4
Runaround Sue,Higher,The Overtones,2012-09-21,185533,1,0.201,0.622,0.7,0.0,0.237,-3.5410000000000004,0.0636,77.97800000000001,4
No Sleep (feat. Bonn) - DubVision Remix,2019 Remixed,Martin Garrix,2019-12-31,239062,3,0.0455,0.584,0.79,0.0,0.213,-6.127999999999999,0.0589,127.97200000000001,4
It's Not Good-Bye,From the inside,Laura Pausini,2002-11-05,278186,1,0.2,0.64,0.536,0.0,0.282,-7.327000000000001,0.0244,109.995,4
Half Light,Half Light,BANNERS,2016-05-27,185946,4,0.816,0.532,0.392,0.0,0.122,-7.502000000000001,0.0289,151.879,4
Tonika (feat. Ziggy Marley),#7DJ (7 Días En Jamaica),Maluma,2021-01-28,230920,4,0.113,0.536,0.7809999999999999,0.0,0.0685,-2.513,0.17300000000000001,88.762,4
Helium,Fifty Shades Darker (Original Motion Picture Soundtrack),Various Artists,2017-02-10,252320,4,0.551,0.42,0.396,0.0,0.0708,-6.678,0.0296,136.849,4
Perdío,Pileta y Sol,Various Artists,2021-01-29,171385,1,0.25,0.6990000000000001,0.8370000000000001,0.0,0.158,-2.9210000000000003,0.0845,161.874,4
"Mambo (feat. Sean Paul, El Alfa, Sfera Ebbasta & Play-N-Skillz) - Timmy Trumpet Remix","Mambo (feat. Sean Paul, El Alfa, Sfera Ebbasta & Play-N-Skillz) [Timmy Trumpet Remix]",Steve Aoki,2021-03-05,168816,3,0.000147,0.585,0.7979999999999999,7.57e-06,0.251,-5.115,0.0376,141.99200000000002,4
Angelito sin alas,Angelito sin alas,JdM,2021-02-12,188333,2,0.136,0.843,0.7509999999999999,0.0,0.341,-3.662,0.0661,94.005,4
Siempre hay un precio - Torres 96,Grandes Exitos Vol 2,Los Secretos,1999-01-01,277346,1,0.0769,0.373,0.53,0.0154,0.135,-9.367,0.0394,127.416,3
Corazón descalzo,Corazón descalzo,Pablo Alborán,2020-11-02,254927,3,0.42700000000000005,0.61,0.483,0.0,0.0878,-9.481,0.179,139.81799999999998,4
Wrecking Ball,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,221360,5,0.40700000000000003,0.53,0.42200000000000004,0.0,0.107,-6.2620000000000005,0.0342,119.964,4
Destino,Destino,Funzo & Baby Loud,2020-10-06,212093,2,0.601,0.48700000000000004,0.621,0.0,0.36,-6.122000000000001,0.0609,85.98299999999999,4
Valeria,Valeria,Dvicio,2021-01-28,224886,3,0.344,0.42200000000000004,0.63,3.66e-06,0.102,-7.803,0.0412,200.06,4
Bones,Summer Lovin',PSM,2019-08-01,132409,2,0.491,0.752,0.515,0.00114,0.11800000000000001,-11.947000000000001,0.151,125.01899999999999,4
Good Old Times,Out of Season,Smile,2013-10-15,179160,1,0.0375,0.755,0.6709999999999999,0.0,0.098,-6.269,0.0287,122.036,4
Nunca Estoy,El Madrileño,C. Tangana,2021-02-26,162493,4,0.47600000000000003,0.9129999999999999,0.369,0.00609,0.309,-5.2989999999999995,0.12,135.019,4
Hong Kong,El Madrileño,C. Tangana,2021-02-26,203506,4,0.0626,0.649,0.376,2.72e-05,0.0911,-7.528,0.039,97.848,4
Sen Çal Kapımı,Sen Çal Kapımı,Başak Gümülcinelioğlu,2020-09-18,221027,2,0.501,0.652,0.423,0.005529999999999999,0.16699999999999998,-11.044,0.0325,149.938,4
Chocolate y Nata,Chocolate y Nata,Carlos Sadness,2021-02-04,181384,2,0.061,0.67,0.621,0.000161,0.152,-6.726,0.0275,129.97799999999998,4
Flamenco y Bachata,Flamenco y Bachata,Daviles de Novelda,2021-02-14,191333,3,0.266,0.769,0.871,1.24e-06,0.111,-4.717,0.0286,135.032,4
Como Llora,Como Llora,Juanfran,2020-02-07,187500,4,0.183,0.8270000000000001,0.629,0.0,0.084,-3.966,0.185,88.064,4
Nobody's Love,Nobody's Love,Maroon 5,2020-07-24,211253,5,0.31,0.486,0.5670000000000001,0.0,0.0949,-6.456,0.0379,93.68,4
El Sitio De Mi Recreo,Inicia el día,Various Artists,2021-02-26,190626,1,0.6559999999999999,0.614,0.48700000000000004,9.429999999999999e-05,0.11800000000000001,-7.362,0.027999999999999997,119.65,4
Del Amor Al Odio,Veranito en casa Vol. 1,Various Artists,2021-02-26,187826,1,0.0725,0.848,0.44799999999999995,0.0,0.0908,-9.602,0.0853,92.00299999999999,4
Black bloc,Un Monde Formidable,Achab,2017-04-07,246801,1,0.0101,0.475,0.935,3.39e-05,0.31,-4.566,0.138,134.92700000000002,4
So Payaso,Covers Vol. 2,Bely Basarte,2016-04-22,191632,1,0.746,0.8140000000000001,0.20600000000000002,0.0,0.0976,-14.698,0.0428,131.153,4
"Holding Out for a Hero - From ""Footloose"" Soundtrack",Secret Dreams and Forbidden Fire,Bonnie Tyler,1986-05-05,348333,4,0.0243,0.615,0.6829999999999999,1.0800000000000002e-05,0.0491,-15.29,0.04,150.05700000000002,4
Free (Live Your Life) - Ibitaly & Gregor Salto Remix 2020,Free (Live Your Life) [Ibitaly & Gregor Salto Remix 2020],Ultra Naté,2020-10-23,239024,1,0.024,0.737,0.735,3.56e-06,0.0639,-6.412999999999999,0.0367,123.01100000000001,4
Nothing's Gonna Stop Me Now,Samantha Fox,Samantha Fox,1987,225146,2,0.11699999999999999,0.669,0.948,0.00255,0.0728,-4.948,0.0622,122.012,4
Bajo Nubes,Bajo Nubes,FAC y JARA,2021-02-12,230667,1,0.342,0.728,0.36700000000000005,0.0,0.10800000000000001,-13.401,0.0508,87.964,4
Todo No Es Casualidad - Versión Radio,Te Cuento un Secreto,India Martinez,2016-10-21,209303,2,0.125,0.621,0.787,0.0,0.138,-4.904,0.0321,143.893,4
Saved My Life,Saved My Life,Sia,2020-05-02,235531,3,0.213,0.682,0.503,0.0,0.0944,-5.934,0.0417,113.988,4
Despedida y cierre (feat. Manuel Carrasco),Despedida y cierre (feat. Manuel Carrasco),Vanesa Martín,2021-02-26,212745,3,0.115,0.452,0.7240000000000001,0.0,0.091,-4.553,0.0802,155.67700000000002,4
Tell Me How (Coca-Cola Commercial),Tell Me How (Coca-Cola Commercial),"Tyler, The Creator",2021-03-05,135173,3,0.0537,0.79,0.49700000000000005,0.11800000000000001,0.195,-11.530999999999999,0.113,119.936,4
Smile,The Nat King Cole Story,Nat King Cole,1991-01-01,173266,4,0.862,0.226,0.136,8.07e-06,0.302,-19.203,0.0327,79.37,5
This Is The Life,This Is The Life,Amy Macdonald,2007,184413,2,0.266,0.616,0.884,0.0,0.0657,-5.043,0.0317,94.979,4
Because the Night - Radio Edit,Because the Night (feat. Taleesa),Coro,1992-07-01,221779,2,0.0827,0.7290000000000001,0.768,0.0218,0.203,-6.921,0.0379,127.941,4
Sara' Perche Ti Amo,Ricchi E Poveri - Grandi Successi,Ricchi E Poveri,1997-01-01,195133,2,0.0859,0.828,0.677,0.0,0.198,-9.197000000000001,0.0294,120.273,4
Unchain My Heart,Unchain My Heart,Joe Cocker,1987-10-28,304293,3,0.0214,0.7509999999999999,0.674,0.000143,0.32,-12.975999999999999,0.0425,117.969,4
You Want It Darker,You Want It Darker,Leonard Cohen,2016-10-21,284373,3,0.613,0.674,0.327,0.19899999999999998,0.0756,-16.986,0.0574,108.995,4
To Lie Alone,Gone,MAVICA,2019-01-18,281209,1,0.669,0.579,0.307,0.226,0.113,-10.198,0.0286,109.963,4
High,Postcards From Heaven,Lighthouse Family,1997,310333,2,0.0994,0.664,0.622,0.0738,0.11199999999999999,-8.505,0.0253,102.34200000000001,4
No toy en Gente,No toy en Gente,Nickzzy,2021-02-11,152759,4,0.728,0.78,0.531,0.0,0.10099999999999999,-10.04,0.16899999999999998,140.093,4
Buena Suerte,Buena Suerte,Pedro Capó,2020-02-12,174917,3,0.22699999999999998,0.693,0.8140000000000001,0.0,0.0632,-3.862,0.172,176.00799999999998,4
Cerca de Aquí,Cerca de Aquí,Paris Boy,2021-02-05,177881,3,0.5720000000000001,0.835,0.439,1.34e-06,0.12300000000000001,-10.28,0.31,100.059,4
Earth Song,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Michael Jackson,1995-06-16,406040,3,0.48200000000000004,0.501,0.439,0.000117,0.087,-7.521,0.0313,138.377,4
The Show Must Go On - Remastered 2011,Innuendo (Deluxe Remastered Version),Queen,1991-02-05,277826,3,0.414,0.306,0.6859999999999999,0.0,0.11199999999999999,-6.928,0.0347,83.402,4
No Voy a Caer,No Voy a Caer,James Lover,2016-06-24,196261,1,0.245,0.77,0.711,2.7000000000000002e-05,0.127,-7.851,0.0864,94.995,4
Wildest Dreams,1989,Taylor Swift,2014-10-27,220440,4,0.0709,0.5529999999999999,0.664,0.0056,0.106,-7.417000000000001,0.0741,140.06,4
Me Rehúso,Me Rehúso,Danny Ocean,2017-06-16,205714,5,0.0231,0.7440000000000001,0.804,0.0,0.0494,-6.327000000000001,0.0677,104.823,4
Bir Anda - Akustik,Bir Anda (Akustik),Başak Gümülcinelioğlu,2020-10-29,158124,2,0.46799999999999997,0.77,0.42700000000000005,6.73e-06,0.192,-9.197000000000001,0.0449,94.01700000000001,4
Los Besos,Latin Women Vol. 2,Various Artists,2021-03-05,202733,1,0.0768,0.503,0.762,9.72e-06,0.0912,-4.263999999999999,0.301,167.954,4
Carita de Inocente (feat. Myke Towers) - Remix,Carita de Inocente (feat. Myke Towers) [Remix],Prince Royce,2020-06-01,192698,5,0.364,0.565,0.7809999999999999,0.0,0.0984,-3.358,0.061,129.959,4
Best Damn Thing,Best Damn Thing,Alexander Stewart,2018-12-14,232340,2,0.12,0.552,0.815,0.0,0.235,-2.61,0.0429,93.895,4
Fantasias - Remix,Fantasias (Remix) [feat. Farruko & Lunay],Rauw Alejandro,2020-03-06,267241,4,0.20600000000000002,0.816,0.72,0.0,0.27699999999999997,-4.454,0.0684,94.00399999999999,4
For You (Fifty Shades Freed) (& Rita Ora),Fifty Shades Freed (Original Motion Picture Soundtrack),Various Artists,2018-02-09,245453,3,0.0167,0.541,0.787,0.0,0.157,-4.618,0.0331,113.0,4
Caramelo,Caramelo,Ozuna,2020-06-11,217546,5,0.0531,0.728,0.8059999999999999,0.000301,0.153,-3.766,0.0623,168.084,4
No Me Conoce - Remix,Fiesta En La Azotea Reggaeton,Various Artists,2021-03-11,309120,1,0.14400000000000002,0.804,0.7859999999999999,0.0,0.0928,-3.8369999999999997,0.0735,91.992,4
Shame On The Moon,The Distance,Bob Seger,1982-12-01,295053,2,0.28300000000000003,0.615,0.563,0.00118,0.11699999999999999,-7.585,0.0254,105.772,4
París-Tombuctú (a Ninguna Parte),París Tombuctú (Original Motion Picture Soundtrack),Various Artists,1999-09-13,221466,1,0.632,0.644,0.397,1.21e-06,0.0768,-10.953,0.0274,109.176,4
Viernes (Nb2-Dc11's),Mundos en Eclipse,Niños Del Brasil,2016-12-28,208333,1,0.01,0.603,0.9620000000000001,0.34700000000000003,0.174,-8.957,0.0391,130.125,4
La Tarde Se Ha Puesto Triste,Pedro Luis Ferrer,Pedro Luis Ferrer,2003,283360,1,0.725,0.862,0.608,0.0,0.326,-9.927,0.0731,100.47,4
"Que No, Que No",El Árbol y el Bosque,Rozalén,2020-10-30,192246,2,0.376,0.561,0.631,0.0,0.08,-3.7969999999999997,0.0488,183.794,4
High (& Dua Lipa),Fifty Shades Freed (Original Motion Picture Soundtrack),Various Artists,2018-02-09,196706,4,0.0922,0.708,0.552,0.0,0.0541,-5.5520000000000005,0.21,147.834,4
Dos Hombres Y Un Destino - A Duo,Bustamante,Bustamante,2002-01-01,217146,2,0.16,0.614,0.83,0.0,0.15,-4.675,0.0376,144.076,4
Sister Golden Hair,Hearts,America,1975,199573,4,0.13,0.441,0.547,0.000143,0.109,-12.222000000000001,0.0337,134.753,4
We Belong,Tropico,Pat Benatar,1984,221133,4,0.528,0.706,0.322,2.37e-06,0.5760000000000001,-14.107999999999999,0.0467,135.154,4
Cuéntame,Cuéntame,Pole.,2021-02-16,210883,3,0.522,0.789,0.7090000000000001,0.0,0.11,-6.785,0.0427,140.007,4
Romance,Romance,Skechi,2021-02-12,196000,2,0.0894,0.857,0.596,5.2000000000000004e-05,0.107,-6.482,0.195,90.01899999999999,4
Magia,Magia,Alvaro Soler,2021-03-05,192499,3,0.10400000000000001,0.757,0.6709999999999999,0.0,0.0729,-7.541,0.0422,133.00799999999998,4
Call Me,80s 100 Hits,Various Artists,2010-02-26,238453,2,0.0121,0.691,0.731,0.0,0.0887,-10.842,0.0317,113.039,4
"Bara Bará Bere Berê - Karaoke Dance Version, Originally performed by Michel Teló, Leo Rodríguez and Alex Ferrari",Bara Bará Bere Berê (Radio Edit),Michele Tarasik,2012-09-04,162742,1,0.000205,0.777,0.9209999999999999,0.00584,0.0506,-7.7989999999999995,0.051,129.993,4
El sur (feat. Bunbury),El sur (feat. Bunbury),Love of Lesbian,2021-03-03,268018,3,0.0404,0.449,0.85,5.1e-05,0.358,-4.436,0.0501,145.938,4
Great Balls Of Fire,The Golden Rock Hits Of Jerry Lee Lewis,Jerry Lee Lewis,1964-05-13,109706,4,0.45799999999999996,0.4,0.818,3.25e-06,0.132,-11.238,0.08,166.287,4
A Little Love - From The John Lewis & Waitrose Christmas Advert 2020,A Little Love (From The John Lewis & Waitrose Christmas Advert 2020),Celeste,2020-11-13,178546,2,0.893,0.33299999999999996,0.281,0.0,0.0995,-8.262,0.0274,145.621,4
See Nobody,Up and Coming Pop,Various Artists,2020-12-04,203650,1,0.0996,0.816,0.649,1.2e-05,0.14400000000000002,-4.82,0.11,105.006,4
Really Love (feat. Craig David & Digital Farm Animals),Really Love (feat. Craig David & Digital Farm Animals),KSI,2020-10-23,177500,5,0.0459,0.757,0.813,0.0,0.0741,-4.6610000000000005,0.0438,121.03399999999999,4
Come Over (feat. Popcaan),Come Over (feat. Popcaan),Jorja Smith,2020-10-01,208000,4,0.0608,0.7020000000000001,0.652,2.21e-06,0.27699999999999997,-5.587000000000001,0.318,178.011,4
Happier,Kurt & Company Vol 7,Kurt Hugo Schneider,2019-05-24,192000,1,0.6659999999999999,0.44299999999999995,0.36700000000000005,1.17e-06,0.322,-10.434000000000001,0.0549,98.76899999999999,4
Princess Cuts (feat. Young T & Bugsey),EDNA,Headie One,2020-10-09,185080,4,0.196,0.5760000000000001,0.597,0.0,0.049,-6.659,0.318,101.17399999999999,4
Space,Space,Becky Hill,2020-10-02,198291,3,0.0287,0.535,0.813,0.0,0.126,-4.856,0.0613,121.944,4
feel away (feat. James Blake & Mount Kimbie),TYRON,slowthai,2021-02-12,200933,4,0.6829999999999999,0.40399999999999997,0.532,0.158,0.16399999999999998,-8.988999999999999,0.0409,159.864,4
